MinTemp,MaxTemp,WindGustDir,WindGustSpeed,Humidity,Temp,Pressure,RainTomorrow
1.7,20.4,WNW,22.0,81.0,36.0,1027.2,No
3.8,20.3,NW,13.0,73.0,35.0,1027.0,No
5.5,18.1,SSW,13.0,81.0,47.0,1026.0,No
3.0,19.5,SE,50.0,89.0,38.0,1023.6,No
2.9,19.1,SSE,24.0,87.0,39.0,1023.5,No
1.4,19.3,SW,24.0,85.0,38.0,1022.1,No
4.4,22.0,NNE,31.0,68.0,33.0,1019.3,No
10.3,19.8,NE,35.0,35.0,33.0,1015.7,No
7.6,21.3,N,19.0,100.0,46.0,1017.1,No
7.6,22.4,N,28.0,82.0,37.0,1020.4,No
9.5,22.6,NNE,44.0,74.0,35.0,1021.2,Yes
7.9,20.9,W,30.0,91.0,45.0,1023.9,No
5.9,21.0,NW,24.0,93.0,47.0,1023.2,No
7.0,21.3,NW,43.0,80.0,42.0,1018.4,Yes
0.9,13.9,SE,30.0,92.0,44.0,1035.0,No
-0.1,14.7,SE,31.0,90.0,45.0,1037.7,No
-1.4,14.6,ESE,19.0,96.0,49.0,1037.7,No
-1.5,16.2,SE,15.0,99.0,47.0,1034.6,No
-1.5,16.3,NW,19.0,99.0,43.0,1030.7,No
1.1,17.1,WNW,22.0,84.0,45.0,1028.5,No
6.7,15.3,S,37.0,93.0,44.0,1029.8,No
1.6,15.2,SSE,24.0,91.0,45.0,1030.8,No
0.1,15.8,SSW,24.0,97.0,48.0,1030.6,No
3.0,15.5,SSE,43.0,97.0,48.0,1033.7,No
4.0,19.0,SW,20.0,88.0,47.0,1029.9,No
-0.4,18.3,ESE,15.0,99.0,46.0,1029.6,No
2.2,19.6,WNW,28.0,87.0,34.0,1020.6,No
5.6,18.4,SW,31.0,87.0,45.0,1019.8,No
9.8,27.4,SE,54.0,62.0,27.0,1021.2,No
12.6,30.1,ESE,46.0,60.0,22.0,1022.7,No
13.7,30.6,ENE,50.0,51.0,26.0,1021.0,No
16.9,32.4,ENE,48.0,52.0,23.0,1018.9,No
18.9,34.2,SE,54.0,48.0,25.0,1016.9,No
19.4,35.2,E,28.0,41.0,26.0,1015.3,No
21.5,35.2,ESE,33.0,45.0,29.0,1015.5,No
23.1,37.3,NE,33.0,42.0,18.0,1017.1,No
20.5,36.5,SW,43.0,33.0,17.0,1015.1,No
21.7,37.7,E,30.0,44.0,20.0,1015.8,No
21.4,39.0,NNW,43.0,35.0,16.0,1015.8,No
22.4,38.5,NNW,50.0,31.0,15.0,1014.1,No
18.1,25.4,W,54.0,54.0,30.0,1011.6,No
11.9,26.5,S,46.0,55.0,28.0,1017.1,No
9.2,26.9,SW,41.0,81.0,28.0,1019.1,No
6.7,21.3,SSE,50.0,71.0,28.0,1026.3,No
6.7,23.5,E,48.0,77.0,33.0,1025.2,No
9.9,25.9,ESE,30.0,72.0,26.0,1023.5,No
12.1,30.9,NNW,39.0,41.0,15.0,1018.6,No
16.2,25.0,WNW,89.0,29.0,38.0,1001.0,No
12.5,18.3,WNW,43.0,64.0,47.0,1014.5,No
10.3,24.7,WNW,48.0,85.0,40.0,1017.2,No
9.8,23.0,NW,26.0,87.0,43.0,1019.3,No
11.0,33.5,NNW,39.0,60.0,23.0,1015.5,No
17.1,31.5,NW,63.0,23.0,30.0,1006.8,Yes
12.4,20.2,WSW,70.0,82.0,47.0,1017.8,No
6.8,19.6,WNW,26.0,84.0,49.0,1023.6,No
10.7,22.1,SW,41.0,92.0,49.0,1015.9,No
11.4,22.1,W,39.0,80.0,49.0,1020.3,No
11.7,23.8,S,44.0,84.0,46.0,1020.1,No
5.1,20.5,SSE,44.0,91.0,35.0,1026.5,No
4.6,23.9,ESE,33.0,84.0,30.0,1028.3,No
8.0,28.4,ENE,41.0,66.0,27.0,1027.4,No
14.1,31.1,NNW,31.0,60.0,23.0,1023.5,No
12.0,30.1,SSW,33.0,39.0,25.0,1022.1,No
10.6,27.4,SE,33.0,71.0,24.0,1025.2,No
9.1,28.0,SW,28.0,73.0,27.0,1025.9,No
8.9,28.8,SSW,30.0,60.0,13.0,1023.4,No
10.3,28.7,S,33.0,42.0,29.0,1024.0,No
13.6,30.4,NNW,28.0,57.0,21.0,1022.9,No
17.2,25.4,W,41.0,28.0,38.0,1013.6,No
8.1,20.6,SSW,44.0,88.0,35.0,1014.5,No
3.5,19.9,S,30.0,74.0,31.0,1019.5,No
6.6,20.8,SSW,35.0,68.0,30.0,1018.7,No
6.9,22.0,S,48.0,93.0,35.0,1021.8,No
2.2,18.5,SE,41.0,69.0,25.0,1027.6,No
4.1,20.3,E,33.0,64.0,28.0,1022.8,No
9.6,20.8,WNW,54.0,90.0,44.0,1022.8,No
12.5,27.8,NW,59.0,58.0,20.0,1018.3,No
12.2,19.1,W,30.0,65.0,39.0,1024.9,No
7.9,19.9,NE,24.0,62.0,36.0,1026.1,No
7.7,20.3,SW,50.0,79.0,39.0,1024.4,No
0.5,18.4,NE,31.0,73.0,31.0,1029.0,No
5.4,22.4,NNW,41.0,51.0,21.0,1021.5,No
6.9,17.4,SSE,43.0,65.0,33.0,1027.3,No
0.5,16.9,SE,31.0,77.0,35.0,1027.9,No
8.4,23.9,NE,31.0,70.0,28.0,1023.8,No
8.8,26.3,ENE,31.0,75.0,27.0,1026.7,No
9.6,27.9,NNE,37.0,66.0,24.0,1028.3,No
12.0,26.3,N,33.0,66.0,26.0,1028.4,No
12.6,26.3,NNW,44.0,47.0,23.0,1025.0,No
3.5,19.1,SW,59.0,93.0,43.0,1020.4,No
4.8,16.6,SE,39.0,93.0,49.0,1020.9,No
6.6,18.1,N,28.0,79.0,42.0,1024.4,No
6.1,16.5,NNW,41.0,87.0,42.0,1022.9,No
5.0,14.9,NNW,35.0,74.0,46.0,1022.4,No
9.7,15.3,W,67.0,82.0,49.0,1010.8,No
6.6,18.6,NNW,43.0,83.0,48.0,1015.3,No
9.2,14.1,WNW,76.0,70.0,41.0,1007.4,Yes
4.1,18.4,NW,63.0,65.0,38.0,1010.6,Yes
7.2,24.1,N,31.0,83.0,33.0,1018.4,No
11.9,27.0,NNW,33.0,69.0,33.0,1021.9,No
6.9,23.4,E,22.0,93.0,45.0,1030.0,No
12.3,27.6,WSW,37.0,58.0,43.0,1023.3,No
5.6,18.1,WSW,31.0,92.0,47.0,1027.0,No
10.0,27.8,NW,76.0,53.0,41.0,1010.1,No
7.8,17.2,SW,48.0,80.0,48.0,1012.4,No
10.2,24.6,WSW,54.0,73.0,45.0,1003.8,No
8.7,23.2,W,56.0,75.0,42.0,1004.2,No
8.2,15.8,WSW,72.0,75.0,49.0,1012.1,No
4.4,22.5,SW,65.0,74.0,25.0,1016.2,No
6.4,17.2,W,56.0,65.0,47.0,1014.4,No
5.6,24.7,NNW,44.0,73.0,29.0,1015.4,No
1.8,21.7,NW,35.0,74.0,36.0,1023.3,No
10.8,26.4,WNW,54.0,37.0,23.0,1011.4,No
6.0,17.7,W,52.0,93.0,49.0,1011.1,No
5.9,23.0,WSW,28.0,90.0,49.0,1019.2,No
10.0,31.8,N,50.0,48.0,14.0,1013.3,No
4.9,19.6,W,44.0,87.0,44.0,1018.3,No
6.2,26.3,NW,44.0,68.0,20.0,1012.5,No
4.0,17.2,WSW,48.0,78.0,35.0,1022.8,No
3.1,21.4,W,48.0,76.0,31.0,1023.7,No
6.9,29.0,NW,70.0,31.0,12.0,1008.9,Yes
3.1,24.5,NW,50.0,76.0,20.0,1024.1,No
8.7,29.1,NNE,41.0,28.0,10.0,1021.9,No
14.1,33.7,WNW,56.0,16.0,13.0,1011.7,No
3.6,15.4,SW,50.0,64.0,46.0,1022.9,No
6.6,18.9,WSW,43.0,64.0,46.0,1027.1,No
9.2,23.4,ESE,56.0,69.0,47.0,1011.9,No
9.7,19.8,SSW,52.0,64.0,45.0,1020.4,No
5.9,19.1,SSW,44.0,68.0,43.0,1023.9,No
9.6,21.3,SE,30.0,63.0,38.0,1025.6,No
6.5,28.2,WNW,35.0,62.0,23.0,1021.9,No
8.7,30.0,W,48.0,63.0,20.0,1016.4,No
10.7,19.9,SW,61.0,53.0,29.0,1021.8,No
4.1,22.0,SSE,50.0,60.0,29.0,1030.7,No
5.3,27.3,ENE,30.0,60.0,19.0,1026.5,No
12.5,33.3,NNW,43.0,22.0,10.0,1016.9,No
17.8,27.4,WSW,44.0,30.0,38.0,1009.3,No
4.1,19.0,S,52.0,63.0,32.0,1018.7,No
3.0,19.3,SSE,50.0,64.0,32.0,1023.9,No
6.8,21.2,ESE,48.0,59.0,38.0,1022.5,No
6.7,19.2,WSW,46.0,80.0,47.0,1018.7,No
7.0,21.5,SSW,37.0,63.0,33.0,1020.3,No
4.5,22.5,S,43.0,61.0,34.0,1021.1,No
6.6,23.4,SE,50.0,60.0,28.0,1019.7,No
5.3,27.3,S,37.0,69.0,25.0,1018.6,No
9.1,31.6,WNW,48.0,49.0,15.0,1015.3,No
11.1,35.3,S,59.0,26.0,15.0,1008.3,No
6.8,20.8,SW,48.0,63.0,38.0,1012.2,No
8.3,19.7,SSW,43.0,65.0,42.0,1012.0,No
10.9,21.0,S,50.0,70.0,47.0,1011.0,No
10.7,22.1,SSE,43.0,62.0,36.0,1014.2,No
4.7,28.2,E,39.0,57.0,23.0,1013.7,No
12.1,32.5,SE,39.0,41.0,14.0,1014.3,No
17.1,36.5,N,46.0,21.0,13.0,1012.5,No
7.1,22.5,SSW,46.0,74.0,34.0,1016.2,No
4.0,27.0,ESE,41.0,55.0,16.0,1021.4,No
12.5,32.8,W,57.0,36.0,12.0,1018.3,No
15.0,37.7,NNW,56.0,26.0,11.0,1015.5,No
12.6,33.3,NW,56.0,70.0,19.0,1011.4,Yes
14.5,22.9,WSW,59.0,70.0,26.0,1004.0,No
7.5,18.5,SW,69.0,58.0,28.0,1007.4,No
8.2,22.1,WSW,39.0,65.0,43.0,1019.7,No
10.5,29.5,NW,33.0,54.0,24.0,1020.5,No
16.5,33.9,WNW,63.0,21.0,12.0,1010.4,No
10.3,22.7,W,56.0,63.0,34.0,1010.1,No
7.7,24.6,W,50.0,54.0,32.0,1014.3,No
13.8,26.8,WSW,54.0,71.0,32.0,1015.4,No
7.0,25.9,S,41.0,52.0,25.0,1021.5,No
7.8,29.2,S,37.0,61.0,22.0,1021.4,No
8.6,31.3,SSW,35.0,63.0,15.0,1020.7,No
7.9,34.3,SSE,37.0,71.0,14.0,1020.5,No
11.6,38.0,ESE,37.0,20.0,11.0,1019.0,No
19.3,42.6,NW,43.0,20.0,9.0,1013.7,No
19.4,40.1,S,65.0,21.0,14.0,1010.1,No
17.5,28.1,SSE,41.0,53.0,39.0,1011.6,No
12.8,22.6,SW,48.0,68.0,38.0,1013.8,No
6.3,27.8,SW,28.0,59.0,23.0,1020.4,No
12.2,32.5,NNW,65.0,29.0,12.0,1014.1,No
14.5,29.2,SW,44.0,62.0,22.0,1011.8,No
8.7,32.0,SSE,31.0,62.0,14.0,1014.3,No
15.6,37.5,WNW,69.0,21.0,20.0,1004.1,No
6.3,26.2,S,39.0,53.0,21.0,1018.5,No
7.1,28.8,WSW,48.0,45.0,10.0,1016.7,No
8.0,31.7,S,28.0,52.0,12.0,1016.3,No
16.4,30.0,NW,56.0,13.0,48.0,1006.1,Yes
14.0,23.7,SW,65.0,80.0,36.0,1005.2,No
8.5,23.4,W,57.0,65.0,31.0,1009.8,No
8.2,22.2,SSW,50.0,56.0,29.0,1018.8,No
5.6,24.2,SSE,52.0,59.0,32.0,1025.2,No
8.2,29.1,E,44.0,62.0,25.0,1020.0,No
14.2,36.5,NE,50.0,40.0,23.0,1016.7,No
20.4,36.3,SSW,39.0,54.0,22.0,1017.1,No
14.3,33.7,SSW,46.0,68.0,14.0,1018.4,No
11.5,36.0,SSE,39.0,61.0,17.0,1020.9,No
12.6,40.9,ENE,31.0,18.0,10.0,1015.6,No
22.1,45.3,NW,74.0,21.0,9.0,1011.5,No
22.9,43.5,E,50.0,22.0,13.0,1014.7,No
23.6,43.3,NE,37.0,27.0,12.0,1015.0,No
23.5,43.9,S,76.0,15.0,10.0,1008.8,No
21.0,31.4,S,50.0,59.0,38.0,1012.1,No
10.7,30.0,SSE,52.0,58.0,23.0,1014.4,No
10.4,30.6,SSE,50.0,62.0,25.0,1012.3,No
8.8,28.2,S,50.0,56.0,26.0,1014.4,No
10.1,31.4,SSE,44.0,59.0,25.0,1020.7,No
10.9,35.5,SSW,43.0,41.0,15.0,1017.6,No
19.1,31.3,SW,56.0,80.0,23.0,1010.6,No
10.6,27.7,SSE,43.0,58.0,24.0,1020.3,No
9.8,32.1,E,33.0,51.0,16.0,1021.5,No
16.1,38.7,N,31.0,31.0,11.0,1016.6,No
22.6,43.0,WSW,67.0,23.0,8.0,1010.9,No
17.1,32.9,S,52.0,61.0,21.0,1015.8,No
14.9,39.7,WNW,41.0,42.0,19.0,1014.6,No
17.2,39.2,WSW,31.0,54.0,13.0,1012.7,No
16.3,42.4,S,33.0,34.0,12.0,1010.6,No
23.1,44.5,N,41.0,22.0,9.0,1009.5,No
29.4,30.7,SSW,63.0,25.0,46.0,1007.4,No
8.7,29.4,SSE,59.0,50.0,19.0,1020.6,No
9.9,34.7,E,46.0,53.0,26.0,1017.2,No
18.0,38.3,WSW,46.0,29.0,21.0,1012.3,No
14.2,37.3,SW,35.0,76.0,12.0,1011.1,No
17.5,43.2,NNW,56.0,32.0,10.0,1010.7,No
25.1,28.9,SW,61.0,45.0,15.0,1010.6,No
9.2,32.6,SSE,31.0,65.0,13.0,1020.2,No
12.7,38.5,E,33.0,51.0,8.0,1015.1,No
18.9,39.3,SSE,43.0,25.0,7.0,1012.5,No
13.8,27.9,SSW,50.0,68.0,31.0,1009.7,No
9.3,29.4,SSE,43.0,63.0,28.0,1013.9,No
11.1,28.3,W,46.0,60.0,26.0,1009.5,No
8.0,22.4,SW,61.0,74.0,33.0,1013.8,No
8.3,20.6,S,41.0,68.0,43.0,1022.9,No
8.8,26.7,SSE,46.0,69.0,33.0,1025.0,No
8.8,31.1,SSE,35.0,71.0,22.0,1021.8,No
10.6,34.5,SE,35.0,64.0,15.0,1018.2,No
12.9,29.1,WSW,48.0,64.0,30.0,1010.9,No
11.2,25.1,SSW,50.0,78.0,28.0,1013.8,No
7.4,26.2,S,48.0,69.0,28.0,1021.8,No
6.3,28.3,SSE,48.0,72.0,22.0,1022.3,No
10.5,30.0,SSE,46.0,68.0,34.0,1021.4,No
9.9,30.1,SSE,31.0,81.0,21.0,1022.5,No
9.4,32.0,SSE,31.0,65.0,18.0,1023.7,No
15.6,35.5,W,35.0,39.0,20.0,1020.3,No
15.1,27.3,SSW,50.0,72.0,37.0,1017.0,No
12.5,24.8,SW,39.0,86.0,30.0,1021.9,No
9.3,24.3,W,26.0,66.0,30.0,1020.8,No
9.1,29.4,WNW,43.0,69.0,22.0,1015.1,No
14.8,26.0,W,67.0,47.0,49.0,1004.7,No
11.8,24.6,WNW,56.0,86.0,44.0,1013.1,No
12.2,25.9,WSW,50.0,79.0,39.0,1020.4,No
7.1,26.0,SSE,28.0,91.0,27.0,1027.5,No
7.9,31.5,W,33.0,58.0,18.0,1023.1,No
13.9,21.4,S,65.0,52.0,46.0,1015.5,No
4.6,21.3,S,39.0,88.0,32.0,1022.7,No
8.3,19.9,SW,43.0,65.0,36.0,1020.8,No
6.9,23.4,SSW,46.0,83.0,38.0,1021.3,No
11.0,30.3,E,61.0,75.0,37.0,1022.5,No
10.4,27.5,WSW,35.0,91.0,41.0,1017.1,No
11.9,27.9,W,39.0,88.0,40.0,1017.4,No
12.6,30.4,WNW,26.0,73.0,31.0,1018.8,No
13.6,33.0,W,50.0,77.0,24.0,1018.7,No
17.2,36.6,NNW,54.0,42.0,15.0,1015.1,Yes
18.0,24.7,WNW,43.0,86.0,49.0,1013.2,No
10.4,21.5,SSE,44.0,70.0,40.0,1021.0,No
8.4,22.5,SSE,37.0,81.0,33.0,1022.1,No
5.2,23.5,SSW,35.0,93.0,40.0,1022.6,No
10.0,25.9,SSW,24.0,92.0,24.0,1023.5,No
11.8,26.6,NNE,39.0,59.0,37.0,1021.0,No
8.6,23.3,SW,33.0,83.0,49.0,1019.3,No
6.8,22.1,ESE,39.0,77.0,36.0,1023.4,No
7.7,22.0,SE,28.0,92.0,38.0,1024.1,No
9.9,23.4,W,28.0,77.0,35.0,1021.3,No
7.4,23.2,WSW,41.0,87.0,42.0,1021.4,No
11.3,20.3,SSW,46.0,80.0,31.0,1018.3,No
5.6,18.0,WNW,28.0,73.0,38.0,1022.7,No
11.2,21.5,W,37.0,56.0,33.0,1019.0,No
10.4,25.2,N,46.0,50.0,31.0,1017.1,Yes
14.5,20.8,SW,43.0,83.0,47.0,1015.0,No
4.1,19.4,NW,31.0,91.0,36.0,1018.2,No
8.5,18.9,SSW,44.0,78.0,34.0,1017.2,No
5.5,20.6,NW,37.0,68.0,37.0,1019.6,No
2.3,18.3,ESE,33.0,81.0,34.0,1025.6,No
7.5,25.3,N,41.0,60.0,32.0,1019.0,Yes
7.3,16.2,NNW,31.0,82.0,49.0,1019.1,No
4.6,17.3,NE,30.0,80.0,47.0,1026.0,No
7.5,19.1,N,37.0,71.0,43.0,1018.5,Yes
7.9,19.9,N,26.0,81.0,42.0,1028.2,No
7.1,22.8,NNW,39.0,81.0,30.0,1024.8,No
11.3,24.8,NNW,44.0,70.0,32.0,1021.6,No
11.9,25.5,NNW,56.0,56.0,24.0,1024.2,No
11.5,23.6,N,30.0,64.0,40.0,1024.4,No
14.2,23.2,NW,37.0,66.0,41.0,1023.0,No
5.8,24.4,NNW,35.0,93.0,40.0,1023.3,No
11.8,24.2,NW,54.0,68.0,47.0,1018.3,Yes
4.2,18.2,ENE,24.0,90.0,48.0,1030.9,No
-0.5,12.5,NW,17.0,90.0,45.0,1031.4,No
-0.6,12.9,N,20.0,84.0,49.0,1034.1,No
-1.1,12.9,NW,26.0,88.0,48.0,1034.6,No
4.0,16.5,N,26.0,77.0,45.0,1031.6,No
-0.4,11.9,SSE,33.0,91.0,46.0,1032.9,No
0.5,15.6,ENE,30.0,88.0,49.0,1029.6,No
5.4,15.2,SE,35.0,88.0,49.0,1022.1,No
-0.9,15.5,E,17.0,90.0,48.0,1029.0,No
5.0,18.8,NE,31.0,75.0,41.0,1029.6,No
6.6,20.3,WSW,57.0,81.0,39.0,1025.3,No
4.5,15.7,SW,44.0,89.0,49.0,1029.0,No
1.4,19.2,SSE,19.0,93.0,45.0,1028.4,No
1.3,20.8,NNW,24.0,91.0,43.0,1028.7,No
2.7,21.6,W,22.0,88.0,40.0,1029.8,No
3.4,23.1,S,24.0,91.0,31.0,1029.5,No
4.5,22.6,NE,26.0,82.0,33.0,1025.2,No
4.7,23.7,NW,48.0,58.0,22.0,1017.4,Yes
2.4,15.2,S,48.0,87.0,40.0,1021.8,No
-0.5,13.7,E,20.0,92.0,45.0,1025.0,No
4.8,15.6,ENE,26.0,74.0,44.0,1020.1,No
1.8,17.9,ESE,30.0,81.0,34.0,1025.4,No
3.5,19.4,E,26.0,74.0,32.0,1030.0,No
6.1,21.9,N,39.0,66.0,31.0,1027.1,No
8.6,22.4,N,59.0,63.0,36.0,1018.1,Yes
12.2,18.8,W,56.0,81.0,45.0,1006.0,No
10.1,16.9,WSW,54.0,73.0,40.0,1019.0,No
0.0,17.1,WSW,26.0,86.0,42.0,1028.3,No
1.0,20.6,N,30.0,67.0,33.0,1026.3,No
3.3,20.7,ESE,37.0,80.0,40.0,1020.1,No
8.1,19.7,E,41.0,58.0,45.0,1009.7,No
8.2,18.5,SW,48.0,64.0,45.0,1014.8,No
4.3,16.4,SW,52.0,79.0,33.0,1018.1,No
3.2,16.0,SSW,30.0,61.0,43.0,1025.5,No
-0.1,17.4,SSW,22.0,73.0,33.0,1027.1,No
0.3,19.5,E,28.0,67.0,28.0,1028.8,No
1.7,21.1,E,28.0,67.0,26.0,1032.2,No
3.9,25.0,ENE,26.0,59.0,19.0,1028.9,No
8.3,26.9,NNE,35.0,42.0,21.0,1024.9,No
6.3,27.7,NW,41.0,79.0,25.0,1019.6,No
14.9,31.6,NNW,74.0,31.0,14.0,1009.7,No
8.2,22.8,NW,43.0,73.0,37.0,1014.8,No
1.7,17.7,SW,59.0,58.0,37.0,1026.4,No
4.6,19.4,WSW,41.0,63.0,44.0,1027.2,No
1.2,23.3,E,24.0,73.0,27.0,1022.8,No
6.6,31.0,NW,52.0,32.0,14.0,1015.6,No
7.3,24.1,S,37.0,71.0,30.0,1017.3,No
8.2,18.8,WSW,57.0,66.0,41.0,1014.6,No
5.4,20.5,W,39.0,85.0,41.0,1022.9,No
2.9,26.6,NW,39.0,76.0,19.0,1022.3,No
9.5,30.8,WNW,57.0,40.0,13.0,1013.8,No
10.0,26.6,S,39.0,69.0,24.0,1016.0,No
6.1,25.8,SW,54.0,83.0,22.0,1011.4,No
3.0,17.8,S,57.0,66.0,36.0,1024.5,No
1.6,17.9,SSW,46.0,67.0,36.0,1024.8,No
1.5,22.7,ENE,30.0,70.0,24.0,1027.2,No
9.9,31.3,NNW,43.0,30.0,13.0,1024.7,No
14.9,34.0,W,54.0,19.0,10.0,1021.0,No
8.1,27.5,ESE,43.0,60.0,19.0,1027.7,No
9.0,33.3,E,35.0,58.0,14.0,1024.5,No
14.3,37.7,N,61.0,39.0,11.0,1017.6,No
11.5,31.1,S,33.0,68.0,30.0,1017.0,No
10.8,30.5,W,46.0,84.0,23.0,1013.3,No
10.1,29.0,SW,39.0,72.0,24.0,1016.2,No
7.9,26.8,NNW,52.0,66.0,31.0,1013.6,Yes
12.8,20.6,WSW,65.0,59.0,31.0,1010.0,No
7.9,21.7,W,67.0,69.0,47.0,1015.4,No
6.7,23.9,WNW,37.0,64.0,38.0,1020.0,No
6.4,26.3,WSW,44.0,69.0,28.0,1016.7,No
10.1,35.3,NNW,63.0,43.0,12.0,1008.5,No
11.0,18.2,WSW,76.0,62.0,26.0,1008.7,No
3.9,20.6,SSW,41.0,60.0,29.0,1024.1,No
6.1,26.2,N,33.0,54.0,19.0,1024.4,No
12.8,28.5,NW,54.0,32.0,29.0,1014.8,No
6.8,23.2,S,46.0,61.0,27.0,1021.1,No
5.0,26.8,W,35.0,61.0,15.0,1018.3,No
11.3,35.4,NNW,50.0,21.0,9.0,1016.3,No
16.9,31.5,SW,56.0,13.0,34.0,1014.4,No
7.0,26.1,SSW,48.0,56.0,17.0,1023.4,No
6.3,25.3,S,46.0,61.0,30.0,1024.4,No
4.1,28.4,SSE,31.0,61.0,14.0,1023.2,No
10.5,33.1,W,31.0,34.0,10.0,1016.6,No
15.4,37.2,NNW,39.0,24.0,9.0,1013.5,No
18.2,23.2,S,50.0,46.0,48.0,1009.7,No
9.9,23.1,SSE,33.0,57.0,49.0,1013.0,Yes
9.9,20.6,WSW,59.0,76.0,43.0,1013.1,No
8.7,22.6,WSW,50.0,71.0,43.0,1017.1,No
4.9,24.9,SSW,30.0,59.0,29.0,1022.0,No
9.0,32.2,NNW,43.0,55.0,15.0,1018.3,No
11.9,25.8,WSW,43.0,68.0,31.0,1012.5,No
13.5,29.5,NNW,61.0,38.0,31.0,1009.8,Yes
11.0,27.7,W,44.0,82.0,24.0,1012.7,No
15.0,24.7,WSW,63.0,44.0,42.0,1008.2,No
7.4,23.2,WSW,48.0,57.0,32.0,1020.7,No
5.7,24.4,SSW,43.0,57.0,36.0,1022.8,No
7.0,27.9,SSE,30.0,55.0,14.0,1024.9,No
6.4,31.1,SSE,31.0,38.0,11.0,1021.4,No
10.4,33.8,E,33.0,30.0,14.0,1013.5,No
20.6,39.6,W,76.0,37.0,10.0,1006.5,No
9.8,31.3,WNW,22.0,61.0,21.0,1009.6,No
17.4,34.3,SW,72.0,42.0,19.0,1010.6,Yes
14.3,30.8,SW,48.0,82.0,31.0,1010.4,No
14.5,26.1,S,44.0,72.0,46.0,1009.6,No
13.9,24.2,S,61.0,61.0,45.0,1009.5,No
14.5,23.8,SSE,35.0,65.0,46.0,1007.3,No
10.6,29.1,SSE,39.0,66.0,31.0,1009.8,No
16.1,26.1,W,46.0,43.0,34.0,1010.5,No
12.6,27.6,S,59.0,55.0,29.0,1015.9,No
9.5,31.1,,,52.0,22.0,1020.1,No
15.6,34.7,NW,52.0,33.0,16.0,1014.4,No
16.9,31.9,W,46.0,49.0,25.0,1009.1,No
10.5,33.9,SW,43.0,56.0,17.0,1008.1,No
9.7,26.2,W,81.0,49.0,45.0,1000.0,No
6.8,24.9,W,39.0,52.0,29.0,1010.5,No
7.3,25.4,SW,44.0,50.0,28.0,1018.6,No
8.8,30.1,SW,30.0,55.0,29.0,1019.8,No
15.5,36.1,NW,57.0,36.0,15.0,1013.4,No
18.9,32.5,WNW,56.0,46.0,19.0,1008.4,No
6.6,27.0,SW,44.0,62.0,27.0,1016.9,No
9.4,25.4,SW,56.0,53.0,29.0,1012.1,No
6.4,24.2,SSW,54.0,54.0,26.0,1018.0,No
7.3,28.0,WSW,31.0,49.0,20.0,1021.2,No
10.2,32.5,NW,44.0,39.0,15.0,1014.5,No
13.3,23.3,WSW,76.0,59.0,31.0,1003.1,No
11.5,25.5,SW,59.0,68.0,33.0,1011.4,No
7.2,28.8,W,28.0,53.0,26.0,1016.9,No
10.5,32.6,S,46.0,50.0,23.0,1013.1,No
19.4,42.0,NNW,50.0,25.0,8.0,1011.5,No
25.3,41.6,WNW,94.0,32.0,16.0,1007.9,No
16.2,31.8,S,46.0,57.0,25.0,1015.9,No
11.9,35.3,SSE,43.0,34.0,23.0,1017.6,No
15.5,37.9,ESE,46.0,35.0,20.0,1018.0,No
21.1,39.8,N,44.0,40.0,39.0,1013.4,Yes
16.8,33.4,ENE,48.0,64.0,40.0,1011.6,Yes
13.7,23.5,SW,41.0,68.0,49.0,1011.5,No
10.1,26.2,WSW,65.0,71.0,37.0,1011.2,No
14.1,26.0,SW,48.0,63.0,37.0,1013.1,No
12.0,24.1,S,50.0,58.0,37.0,1017.1,No
9.4,28.4,ESE,43.0,56.0,22.0,1015.6,No
14.4,27.7,N,37.0,44.0,26.0,1005.4,No
14.6,34.1,S,46.0,61.0,26.0,1008.2,No
15.1,37.0,SW,54.0,68.0,25.0,1010.5,No
15.9,29.1,SW,41.0,50.0,40.0,1007.2,No
11.2,28.0,WNW,59.0,67.0,36.0,1007.2,No
11.4,22.6,SW,59.0,58.0,34.0,1010.2,No
7.6,23.5,S,44.0,65.0,28.0,1017.5,No
7.8,25.4,SSE,56.0,61.0,32.0,1017.3,No
7.6,28.9,SE,46.0,56.0,23.0,1016.9,No
10.2,27.2,ESE,52.0,48.0,27.0,1018.9,No
9.2,26.1,SSE,46.0,59.0,27.0,1017.1,No
9.8,25.0,S,59.0,68.0,35.0,1014.0,No
13.7,23.6,SSW,56.0,60.0,37.0,1015.2,No
11.7,26.3,S,50.0,58.0,33.0,1019.7,No
8.0,29.5,S,50.0,70.0,28.0,1022.6,No
9.2,26.3,S,48.0,64.0,35.0,1020.0,No
8.1,32.8,E,56.0,65.0,28.0,1021.0,No
15.4,37.1,N,46.0,48.0,18.0,1021.6,No
15.1,30.9,S,46.0,87.0,30.0,1019.2,No
8.4,30.7,SSE,37.0,68.0,24.0,1023.8,No
11.0,34.8,S,37.0,75.0,14.0,1021.4,No
15.3,36.6,S,54.0,48.0,15.0,1018.8,No
14.6,33.0,SSE,43.0,65.0,36.0,1021.5,No
18.4,35.2,W,63.0,48.0,26.0,1017.6,Yes
18.7,36.5,SW,39.0,91.0,31.0,1017.1,No
20.2,42.1,WSW,56.0,55.0,15.0,1013.3,No
13.4,28.8,SW,46.0,69.0,37.0,1016.6,No
10.6,30.5,SSE,43.0,73.0,32.0,1017.4,No
11.0,30.8,SSE,39.0,73.0,32.0,1019.4,No
